Brand,Variety,Style,Country,Stars,Country / Region,2014,2015,2016,2017,2018
Vifon,Viet Cuisine Bun Rieu Cua Sour Crab Soup Instant Rice Vermicelli,Bowl,Vietnam,5,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Nissin,"Cup Noodles Rich Garlic, Egg Yolk & Oxtail",Cup,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Uni-President,Minced Pork Flavor Instant Noodles,Pack,Taiwan,1,Taiwan,710,680,770,820,830
1 To 3 Noodles,Chatpat Masala,Pack,India,4,India,"5,340","3,260","4,270","5,420","6,060"
Nissin,Cup Noodles BIG XO Sauce Seafood Flavour,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Fantastic,Noodles Chicken & Corn Flavour,Cup,Australia,3,Australia,360,370,380,390,410
Ripe'n'Dry,Hokkaido Salt Ramen,Pack,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Demae Iccho Tonkotsu Flavour Instant Noodle (Bowl Noodle),Bowl,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Knorr,Chatt Patta Instant Noodles,Pack,Pakistan,1,Pakistan,150,160,170,190,190
Sempio,Clam Flavor Soup Kal-guksu,Pack,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Cup Noodles Sopa Nissin Sabor A Pollo,Cup,Mexico,4,Mexico,900,850,890,960,"1,180"
Nissin,Maxi Sopa Nissin Cuchareable Sabor A Jugo De Carne,Cup,Mexico,4,Mexico,900,850,890,960,"1,180"
Nissin,Sopa Nissin Sabor A Camaron Sopa Instantanea Tipo Ramen,Pack,Mexico,4,Mexico,900,850,890,960,"1,180"
Nissin,Cup Noodles Sopa Nissin Sabor A Carne De Res,Cup,Mexico,4,Mexico,900,850,890,960,"1,180"
Nissin,RapiFideo Sabor A Tomate Y Pollo,Cup,Mexico,4,Mexico,900,850,890,960,"1,180"
Nissin,"Cup Noodles Sopa Nissin Sabor Camaron, Habanero Y Limon",Cup,Mexico,3,Mexico,900,850,890,960,"1,180"
Nissin,Sopa Nissin Sabor A Pollo Sopa Instantanea Tipo Ramen,Pack,Mexico,4,Mexico,900,850,890,960,"1,180"
Nissin,Cup Noodles Sopa Nissin Con Camaron,Cup,Mexico,3,Mexico,900,850,890,960,"1,180"
Nissin,Maxi Sopa Nissin Cuchareable Sabor A Camaron Picante,Cup,Mexico,3,Mexico,900,850,890,960,"1,180"
Nissin,Cup Noodles Gourmet Sabor A Caldo De Camaron,Cup,Mexico,5,Mexico,900,850,890,960,"1,180"
Nissin,"Sopa Nissin Sabor Mariscos, Habanero Y Limon",Cup,Mexico,4,Mexico,900,850,890,960,"1,180"
Nissin,Maxi Sopa Nissin Cuchareable Sabor A Pollo,Cup,Mexico,4,Mexico,900,850,890,960,"1,180"
Nissin,Sopa Nissin Sabor A Res Instantanea Tipo Ramen,Pack,Mexico,4,Mexico,900,850,890,960,"1,180"
Nissin,Cup Noodles Sopa Nissin Hot Sauce Sabor A Pollo,Cup,Mexico,4,Mexico,900,850,890,960,"1,180"
Ve Wong,Little Prince(ss) Brand Snack Noodles Artificial Mexican Pizza Flavor,Pack,Taiwan,4,Taiwan,710,680,770,820,830
Patanjali,Atta Noodles Jhatpat Banao Befikr Khao,Pack,India,5,India,"5,340","3,260","4,270","5,420","6,060"
Qin Zong,Shaanxi Cold Noot Hot & Sour Flavor,Pack,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Cup Noodles Spicy Lime Flavor Ramen Noodle Soup (New Recipe),Cup,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Demae Iccho Tokyo Shoru Tonkotsu Instant Noodle,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Pran,Mr. Noodles Curry Flavor Instant Noodles,Pack,Bangladesh,4,Bangladesh,250,270,290,350,310
Paldo,Bul Jjajangmyeon,Pack,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Ogasawara,Kirin Giraffe Shio Ramen,Pack,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Sapporo Ichiban,Mie Kamayama Ramen Gyukotsu Misoaji,Bowl,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Sau Tao,Black Pepper XO Sauce Flavour,Bowl,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Nupasta Bolognese Flavour Instant Noodle,Cup,Japan,4.00,Japan,"5,500","5,540","5,660","5,660","5,780"
Nongshim,Saeutang Sabalmyeon,Bowl,South Korea,3.5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Happy Cook,Sichuan Spicy Flavor,Pack,Taiwan,5.0,Taiwan,710,680,770,820,830
MAMA,Instant Bowl Noodles Shrimp (Tom Yum) Flavor Base,Bowl,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nissin,Cup Noodle Spicy Curry Chicken,Cup,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Goku-Uma,Ramen Noodles Miso Flavor,Bowl,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Cup Noodles Spicy Beef Flavour,Cup,China/Hong Kong,4.00,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Xiao Ban Mian,Sesame Oil With Garlic Flavor Thin Noodle,Pack,Taiwan,3.50,Taiwan,710,680,770,820,830
Xiao Ban Mian,Traditional Shallot & Onion Oil Noodle,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Xiao Ban Mian,Sesame Sauce Matcha Noodle,Pack,Taiwan,3.8,Taiwan,710,680,770,820,830
Pran,Mr. Noodles Instant Noodles Beef Flavour,Pack,Bangladesh,4,Bangladesh,250,270,290,350,310
Nissin,Cup Noodles Big Seafood Flavour,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Fantastic,Noodles Chicken Chow Mein Flavour,Cup,Australia,4,Australia,360,370,380,390,410
Ottogi,Ramyun Sabor Pollo,Pack,Mexico,4.00,Mexico,900,850,890,960,"1,180"
Nissin,Demae Iccho Black Garlic Oil Tonkotsu Flavour Instant Noodles,Cup,China/Hong Kong,4.00,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Ajinatori,Chicken Flavor Ramen,Pack,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Maggi,2 Minute Noodles Masala Spicy,Pack,India,5,India,"5,340","3,260","4,270","5,420","6,060"
Maruchan,Sopa Maruchan Sobar A Camaron,Pack,Mexico,3,Mexico,900,850,890,960,"1,180"
Nissin,Yakisoba,Tray,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Suimin,Noodle With Oriental Chicken Flavour,Cup,Australia,3,Australia,360,370,380,390,410
Nissin,Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Cintan,Mi Segera Mmm... Original,Pack,Malaysia,3,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Nissin,Cup Noodles Spicy Chile Chicken (New Recipe),Cup,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Chuan Wei Wang,Bowl Instant Noodles Artificial Beef With Sauerkraut Flavor,Bowl,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Suimin,Noodles With Chicken Flavour,Cup,Australia,3,Australia,360,370,380,390,410
Nissin,Cup Noodles Seafood,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Sapporo Ichiban,Tabimen AizuKitakata Gyokai Shoyu Ramen,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Sichuan Baijia,Chongqing Noodles Spicy Hot Flavor,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Samyang Foods,Buldak Bokkummyun Cheese Flavor,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Myojo,Shin Toyama Black Ramen,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Cup Noodles Tom Yum Goong Flavour,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Master Kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China/Hong Kong,0,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Kamfen,Noodle King Artificial Abalone And Chicken Soup Flavored,Bowl,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Fantastic,Noodles Beef Flavour,Cup,Australia,3,Australia,360,370,380,390,410
Nissin,Korean Kimchi Flavour Vermicelli,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Raoh Pork Bone Soy Soup Noodle,Pack,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Samyang Foods,Gold Jjamppong Fried Noodle,Pack,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Demae Iccho Red Hot Seafood Flavour Instant Noodle,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Sichuan Baijia,Chongqing Noodles Hot & Sour Flavor,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Demae Iccho Spicy Tonkotsu Flavour Instant Noodle (Bowl Noodle),Bowl,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Raoh Tantanmen,Pack,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe),Cup,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
JML,Hot & Sour Beef Noodles,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Suimin,Noodles With Braised Beef Flavour,Cup,Australia,4,Australia,360,370,380,390,410
Uni-President,A Q Bucket Noodle Korean Kimchi Flavor,Bowl,Taiwan,4,Taiwan,710,680,770,820,830
Nissin,Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle),Bowl,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Sichuan Baijia,Chongqing Noodles Burning Dry Noodles,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Samyang Foods,Fresh Bibimmyun Fried Noodle,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Wai Wai,Instant Noodles Veg Masala Flavour,Pack,India,4,India,"5,340","3,260","4,270","5,420","6,060"
Nissin,Nupasta Neapolitan Flavour Instant Noodle,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Shirakiku,Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base,Pack,United States,2,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Disney Cuties Instant Noodle Crab Flavour,Cup,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
Nissin,Cup Noodles Rich Soft Shelled Turle Soup,Cup,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Unif Tung-I,Instant Vegetarian Beehoon Rice Vermicelli,Pack,Taiwan,1,Taiwan,710,680,770,820,830
Sichuan Baijia,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Dream Kitchen,Curry Flavour Instant Noodles,Cup,United States,5,USA,"4,280","4,080","4,100","4,130","4,400"
Tablemark,Tohokuno Aji Yonezawa Ramen,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Uni-President,Science Noodle (X'Mas Edition),Pack,Taiwan,5,Taiwan,710,680,770,820,830
Farmer's Heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,United States,3.75,USA,"4,280","4,080","4,100","4,130","4,400"
Kamfen,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,China/Hong Kong,4.3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Fuku,Tom Yam Soup Instant Noodle,Pack,China/Hong Kong,2.3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Goku-Uma,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,United States,3,USA,"4,280","4,080","4,100","4,130","4,400"
Daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,3,Thailand,"3,070","3,070","3,360","3,390","3,460"
Singa-Me,Instant Noodles Mi Goreng Flavour,Cup,Australia,4,Australia,360,370,380,390,410
New Touch,Sugomen Sano Ramen,Bowl,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,4,Mexico,900,850,890,960,"1,180"
Nissin,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Love Cook,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,Taiwan,4,Taiwan,710,680,770,820,830
Nongshim,Shin Noodle Soup,Cup,United States,5,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Sapporo Noukou Miso Ramen,Bowl,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Dream Kitchen,Soy Sauce,Cup,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Vietnamese Chicken Coriander Flavour Vermicelli,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Kang Shi Fu,Artificial Spicy Beef Flavour,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Great Value,Beef Style Noodles With Vegetables,Cup,Canada,3,Canada,190,190,190,190,190
Fuku,Spicy Soup Instant Noodle Beef Flavour,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wang,Rice Noodle Anchovy Flavor,Bowl,South Korea,3,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Asian Thai Foods,Rumpum Gundruk Flavour,Pack,Nepal,1,Nepal,"1,110","1,190","1,340","1,480","1,570"
Nissin,Cup Noodle Light+ Bagna Cauda,Cup,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Maruchan,Gotsumori Koku Tonkotsu Ramen,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Fashion Food,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
Paldo,Bibim Men,Bowl,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Cup Noodles Milk Seafood Flavour,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Spicy Chikin Donburi,Bowl,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Fantastic,Noodle Chicken Flavour,Cup,Australia,4,Australia,360,370,380,390,410
Marutai,Kuroma-Yu Tonkotsu Kumamoto Ramen,Pack,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Kang Shi Fu,Artificial Beef With Sauerkraut Flavour,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Raoh Shoyu Ramen,Bowl,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Maruchan,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Nagatanien,Hiyashi Soba Taidashi Goma,Pack,Japan,3,Japan,"5,500","5,540","5,660","5,660","5,780"
Fuku,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Wai Wai,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,India,4,India,"5,340","3,260","4,270","5,420","6,060"
KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,4,Singapore,130,130,130,130,130
Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Nissin,Cup Noodle Seafood,Cup,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Paldo,Budae Jjigae,Pack,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Fantastic,Noodles Crispy Bacon Flavour,Cup,Australia,1,Australia,360,370,380,390,410
Tseng Noodles,Spicy Braised Pork Flavor,Pack,Taiwan,4,Taiwan,710,680,770,820,830
Nissin,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
A-Sha Dry Noodle,Chow Mein Spicy Flavor,Tray,Taiwan,3,Taiwan,710,680,770,820,830
Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5,Singapore,130,130,130,130,130
Sapporo Ichiban,Tabimen Nagasaki Chanpon,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Acecook,Oh! Ricey Pork Flavour,Pack,Vietnam,4,Viet Nam,"5,000","4,800","4,920","5,060","5,200"
Paldo,Bul Jjamppong,Pack,South Korea,4,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Nissin,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,Thailand,3,Thailand,"3,070","3,070","3,360","3,390","3,460"
Morre,Instant Noodles Masala,Pack,Pakistan,4,Pakistan,150,160,170,190,190
Nissin,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,China/Hong Kong,5,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base,Pack,United States,0,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Big Cup Noodles Tonkotsu Flavour,Cup,China/Hong Kong,3,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Deka Buto Kuro M-yu Tonkotsu,Bowl,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
Maruchan,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,4,Brazil,"2,370","2,370","2,350","2,230","2,370"
Nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Nissin,Nupasta Vongole Flavour Instant Noodle,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Mr. Lee's Noodles,Penang Chicken Curry Laksa,Cup,United Kingdom,2,UK,360,360,360,360,370
Mr. Lee's Noodles,Shaolin Monk Vegetables,Cup,United Kingdom,5,UK,360,360,360,360,370
Mr. Lee's Noodles,Tai Chi Chicken,Cup,United Kingdom,3,UK,360,360,360,360,370
Mr. Lee's Noodles,Dragon Fire Mushroom,Cup,United Kingdom,3,UK,360,360,360,360,370
Mr. Lee's Noodles,Hong Kong Street Beef,Cup,United Kingdom,5.00,UK,360,360,360,360,370
Mr. Lee's Noodles,Warrior Fighting Shrimp,Cup,United Kingdom,3.3,UK,360,360,360,360,370
Nissin,Gyorai Inaniwa Chuka Soba,Bowl,Japan,5.0,Japan,"5,500","5,540","5,660","5,660","5,780"
Fuku,Chicken Flavour Instant Noodle,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,3,Pakistan,150,160,170,190,190
Nyor Nyar,Penang White Curry Instant Noodle,Pack,Malaysia,5,Malaysia,"1,340","1,370","1,390","1,310","1,370"
Choumama,XO Scallops Sauce Dry Noodles,Pack,Taiwan,4.00,Taiwan,710,680,770,820,830
Myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75,Japan,"5,500","5,540","5,660","5,660","5,780"
Nissin,Demae Ramen Sesame Oil Flavour Cup,Cup,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Singa-Me,Instant Noodles Chicken Flavour,Cup,Australia,2.5,Australia,360,370,380,390,410
Pulmuone,Non-Fried Ramyun Noodle (Crab Flavor),Pack,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Master Kong,Assorted Seafood Noodles,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Nissin,Raoh Hot & Sour Ramen,Pack,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
President Rice,Coriander Instant Rice Noodles,Bowl,Thailand,2.75,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Instant Rice Noodles Moo Nam Tok Flavour,Pack,Thailand,3.50,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Instant Rice Vermicelli Clear Soup,Pack,Thailand,3.50,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Instant Rice Noodles Chicken Flavour,Pack,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,Thailand,3,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,Thailand,5,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Instant Tom Yam Rice Noodles,Pack,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Instant Rice Noodles Vegetable Flavour,Pack,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,5,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Instant Flat Noodles Clear Soup,Pack,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Cup Rice Noodles Tom Saab Flavour,Cup,Thailand,5,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Instant Rice Noodles Stew Beef Flavour,Pack,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Instant Rice Noodles Phnom Penh Style,Pack,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
MAMA,Instant Flat Noodles Tom Yam Flavour,Pack,Thailand,4,Thailand,"3,070","3,070","3,360","3,390","3,460"
Maruchan,Ramen Noodle soup Mushroom Flavor,Pack,United States,4,USA,"4,280","4,080","4,100","4,130","4,400"
Happy Family,Vegetable Flavour Instant Noodles,Pack,Singapore,4,Singapore,130,130,130,130,130
Tseng Noodles,Rice Noodle Shallot With Braised Pork Flavor,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Great Value,Vegetable Flavour Noodles With Vegetables,Cup,Canada,3,Canada,190,190,190,190,190
JML,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
Suimin,Noodles With Hot & Spicy Flavour,Cup,Australia,3,Australia,360,370,380,390,410
Tseng Noodles,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Nissin,Piritto Karakuchi Tantan Udon,Bowl,Japan,4,Japan,"5,500","5,540","5,660","5,660","5,780"
Tseng Noodles,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,5,Taiwan,710,680,770,820,830
Nongshim,Chal Bibim Myun,Pack,South Korea,5,Republic of Korea,"3,590","3,650","3,830","3,740","3,820"
Menraku,Japanese Yakisoba Umami Sauce,Bowl,Japan,5,Japan,"5,500","5,540","5,660","5,660","5,780"
La Moderna,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,3,Mexico,900,850,890,960,"1,180"
A-Sha Dry Noodle,Chow Mein Original Flavor,Tray,Taiwan,5,Taiwan,710,680,770,820,830
Master Kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China/Hong Kong,4,China/Hong Kong,"44,400","40,430","38,520","38,970","40,250"
